,sede,APS,std
0,2,0.6456593255098595,0.007948631507426203
1,10,0.6582889769190199,0.005707145333546881
2,4,0.6308090398060526,0.01026870134838274
3,1,0.5723888335310308,0.008393923035848405
4,5,0.6431546034863895,0.014043709686536867
5,6,0.6014919610824142,0.011160325522761421
